"Title","Work Item Type","Priority","Severity","State","Description","Acceptance Criteria","Tags"
"P2-014: VNet `10.0.0.0/8` and subnets hardcoded","Task","3","3 - Medium","New","Finding: P2-014: VNet `10.0.0.0/8` and subnets hardcoded

Priority: P2

Resiliency Related: No

Issue: The VNet module is invoked with a fixed `addressPrefixes: ['10.0.0.0/8']`, and every subnet CIDR inside `infra/modules/virtualNetwork.bicep` is hardcoded. This behaves identically in single-region and active/active deployments — address space is a deploy-time choice and does not change with region count. The default `/8` collides with most enterprise hub-and-spoke ranges and prevents BYO-VNet peering without code edits.

File: infra/main.bicep:398-407

```bicep
module virtualNetwork 'modules/virtualNetwork.bicep' = if (enablePrivateNetworking) {
 name: take('module.virtualNetwork.${solutionSuffix}', 64)
 params: {
 name: 'vnet-${solutionSuffix}'
 location: location
 tags: tags
 enableTelemetry: enableTelemetry
 addressPrefixes: ['10.0.0.0/8']
 logAnalyticsWorkspaceId: logAnalyticsWorkspaceResourceId
 resourceSuffix: solutionSuffix
 }
}
```

Recommended Fix: Promote the VNet address prefix and per-subnet prefixes to parameters in `infra/main.bicep`, default to a typical hub-and-spoke `/22`, and document peering and BYO-VNet guidance alongside the parameter declarations.","Promote the VNet address prefix and per-subnet prefixes to parameters in `infra/main.bicep`, default to a typical hub-and-spoke `/22`, and document peering and BYO-VNet guidance alongside the parameter declarations.","resiliency;P2-014"
"P2-015: SAMI on Web/Storage while RBAC uses UAMI","Task","3","3 - Medium","New","Finding: P2-015: SAMI on Web/Storage while RBAC uses UAMI

Priority: P2

Resiliency Related: No

Issue: The Web Site module is configured with `managedIdentities: { systemAssigned: true }`, and the Storage account similarly enables a system-assigned identity, but every data-plane RBAC binding in `infra/main.bicep` references the shared User-Assigned Managed Identity. This behaves identically in single-region and active/active deployments — no code path resolves the SAMI today. The hazard is a latent footgun for future changes that pick the wrong identity.

File: infra/main.bicep:1539-1541

```bicep
managedIdentities: {
 systemAssigned: true
}
```

Recommended Fix: Drop the SAMIs that have no role bindings, attach the shared UAMI to the Web Site and Storage account where data-plane access is required, and document the chosen identity model in the deployment guide.","Drop the SAMIs that have no role bindings, attach the shared UAMI to the Web Site and Storage account where data-plane access is required, and document the chosen identity model in the deployment guide.","resiliency;P2-015"
"P2-016: No readiness gate for Entra RBAC propagation","Task","3","3 - Medium","New","Finding: P2-016: No readiness gate for Entra RBAC propagation

Priority: P2

Resiliency Related: No

Issue: Role assignments for the UAMI on AI Foundry, Cosmos, Storage, and Search are emitted at deploy time with no post-deploy probe and no `dependsOn` chain that waits for propagation. This behaves identically in single-region and active/active deployments — the runtime steady state is the same once propagation completes. The hazard is a deploy-time window where the application can return 403 for several minutes immediately after a cold deployment.

File: infra/main.bicep:856-870

```bicep
roleAssignments: [
 {
 roleDefinitionIdOrName: '53ca6127-db72-4b80-b1b0-d745d6d5456d' // Azure AI User
 principalId: userAssignedIdentity.outputs.principalId
 principalType: 'ServicePrincipal'
 }
 {
 roleDefinitionIdOrName: '64702f94-c441-49e6-a78b-ef80e0188fee' // Azure AI Developer
 principalId: userAssignedIdentity.outputs.principalId
 principalType: 'ServicePrincipal'
 }
 {
 roleDefinitionIdOrName: '5e0bd9bd-7b93-4f28-af87-19fc36ad61bd' // Cognitive Services OpenAI User
 principalId: userAssignedIdentity.outputs.principalId
 principalType: 'ServicePrincipal'
 }
]
```

Recommended Fix: Add an `azd hook postdeploy` script that polls a representative data-plane call (Cosmos is typically slowest to propagate) until it returns 200, with a bounded retry budget. Block the deployment exit on the probe and repeat for Storage and Search.","Add an `azd hook postdeploy` script that polls a representative data-plane call (Cosmos is typically slowest to propagate) until it returns 200, with a bounded retry budget. Block the deployment exit on the probe and repeat for Storage and Search.","resiliency;P2-016"
"P2-017: FastAPI `CORSMiddleware` `allow_origins=[""*""]`","Task","3","3 - Medium","New","Finding: P2-017: FastAPI `CORSMiddleware` `allow_origins=[""*""]`

Priority: P2

Resiliency Related: No

Issue: `src/backend/app.py` registers `CORSMiddleware` with `allow_origins=[""*""]`, `allow_credentials=True`, and wildcard methods/headers, overriding the more restrictive Container App `corsPolicy` set in IaC. This behaves identically in single-region and active/active deployments — CORS is a code-defined concern that does not change with region count. Combining `*` origins with `allow_credentials=True` is also rejected by browsers under the CORS spec.

File: src/backend/app.py:101-105

```python
app.add_middleware(
 CORSMiddleware,
 allow_origins=[""*""], # Allow all origins for development; restrict in production
 allow_credentials=True,
 allow_methods=[""*""],
 allow_headers=[""*""],
)
```

Recommended Fix: Restrict `allow_origins` to the configured SPA origin from `app_config`, narrow `allow_methods` to the verbs actually used, and align the values with the Container App `corsPolicy` so both layers agree.","Restrict `allow_origins` to the configured SPA origin from `app_config`, narrow `allow_methods` to the verbs actually used, and align the values with the Container App `corsPolicy` so both layers agree.","resiliency;P2-017"
"P2-018: Startup identity-coupled with no degraded-mode","Task","3","3 - Medium","New","Finding: P2-018: Startup identity-coupled with no degraded-mode

Priority: P2

Resiliency Related: No

Issue: `src/backend/app.py` constructs its Application Insights client and downstream SDK clients eagerly at startup, all of which depend on Entra token issuance succeeding before the FastAPI process can serve traffic. This behaves identically in single-region and active/active deployments — cold-start failure mode is independent of region count. There is no degraded-mode path that allows the process to start when token acquisition is briefly unavailable.

File: src/backend/app.py:80-96

```python
app = FastAPI(lifespan=lifespan)

frontend_url = config.FRONTEND_SITE_NAME
# Configure Azure Monitor and instrument FastAPI for OpenTelemetry
if config.APPLICATIONINSIGHTS_CONNECTION_STRING:
 configure_azure_monitor(
 connection_string=config.APPLICATIONINSIGHTS_CONNECTION_STRING,
 enable_live_metrics=True
 )
 FastAPIInstrumentor.instrument_app(app, excluded_urls=""socket,ws"")
 logging.info(""Application Insights configured with live metrics and WebSocket filtering"")
else:
 logging.warning(
 ""No Application Insights connection string found. Telemetry disabled.""
 )
```

Recommended Fix: Defer non-essential client construction to first-use behind a cached factory, add a startup readiness probe that retries on `get_token` errors with exponential backoff, and surface degraded mode in `/healthz` so operators can distinguish ""not yet authenticated"" from ""broken"".","Defer non-essential client construction to first-use behind a cached factory, add a startup readiness probe that retries on `get_token` errors with exponential backoff, and surface degraded mode in `/healthz` so operators can distinguish ""not yet authenticated"" from ""broken"".","resiliency;P2-018"
"P2-019: AI Foundry `networkAcls.defaultAction: Allow`","Task","3","3 - Medium","New","Finding: P2-019: AI Foundry `networkAcls.defaultAction: Allow`

Priority: P2

Resiliency Related: No

Issue: AI Foundry is provisioned with `networkAcls.defaultAction: 'Allow'` and empty `virtualNetworkRules` / `ipRules`, regardless of the `enablePrivateNetworking` toggle. This behaves identically in single-region and active/active deployments — ACL configuration is a deploy-time choice unchanged across regions. The result is that the private-networking flag does not actually tighten AI Foundry's ingress posture.

File: infra/main.bicep:928-933

```bicep
networkAcls: {
 defaultAction: 'Allow'
 virtualNetworkRules: []
 ipRules: []
}
```

Recommended Fix: Set `networkAcls.defaultAction: 'Deny'` whenever `enablePrivateNetworking` is true, populate `virtualNetworkRules` with the workload subnet, and document the chosen posture.","Set `networkAcls.defaultAction: 'Deny'` whenever `enablePrivateNetworking` is true, populate `virtualNetworkRules` with the workload subnet, and document the chosen posture.","resiliency;P2-019"
"P2-020: Storage `networkAcls.bypass: AzureServices`","Task","3","3 - Medium","New","Finding: P2-020: Storage `networkAcls.bypass: AzureServices`

Priority: P2

Resiliency Related: No

Issue: The Storage account is provisioned with `networkAcls.bypass: 'AzureServices'` while public network access is otherwise disabled, allowing any first-party Azure service principal to reach the data plane. This behaves identically in single-region and active/active deployments — the bypass setting is a deploy-time posture choice. The configuration is inconsistent with the rest of the stack, which assumes private endpoints are the only ingress path.

File: infra/main.bicep:1642-1684

```bicep
blobServices: {
 automaticSnapshotPolicyEnabled: true
 containerDeleteRetentionPolicyDays: 10
 containerDeleteRetentionPolicyEnabled: true
 containers: [
 // ...containers omitted for brevity...
 ]
 deleteRetentionPolicyDays: 9
 deleteRetentionPolicyEnabled: true
 lastAccessTimeTrackingPolicyEnabled: true
}
// networkAcls block (current):
// networkAcls: {
// bypass: 'AzureServices'
// defaultAction: 'Deny'
// }
```

Recommended Fix: Set `bypass: 'None'`, enumerate any genuinely required Azure-service exceptions explicitly, and pair the change with `defaultAction: 'Deny'` plus VNet rules covering the workload subnets.","Set `bypass: 'None'`, enumerate any genuinely required Azure-service exceptions explicitly, and pair the change with `defaultAction: 'Deny'` plus VNet rules covering the workload subnets.","resiliency;P2-020"
"P2-021: No route tables, NAT Gateway, or DDoS plan","Task","3","3 - Medium","New","Finding: P2-021: No route tables, NAT Gateway, or DDoS plan

Priority: P2

Resiliency Related: No

Issue: The VNet is created without route tables, without a NAT Gateway, and without a DDoS Protection plan attached. This behaves identically in single-region and active/active deployments — traffic-shaping controls are a network-design choice unchanged with region count. Outbound flows from Container Apps default to platform SNAT, which is exhaustion-prone under bursty workloads.

File: infra/main.bicep:398-407

```bicep
module virtualNetwork 'modules/virtualNetwork.bicep' = if (enablePrivateNetworking) {
 name: take('module.virtualNetwork.${solutionSuffix}', 64)
 params: {
 name: 'vnet-${solutionSuffix}'
 location: location
 tags: tags
 enableTelemetry: enableTelemetry
 addressPrefixes: ['10.0.0.0/8']
 logAnalyticsWorkspaceId: logAnalyticsWorkspaceResourceId
 resourceSuffix: solutionSuffix
 }
}
```

Recommended Fix: Attach a NAT Gateway with a dedicated public IP to the workload subnets, add route tables for forced-tunneling scenarios, and gate DDoS Protection Standard behind a parameter for production parameter files.","Attach a NAT Gateway with a dedicated public IP to the workload subnets, add route tables for forced-tunneling scenarios, and gate DDoS Protection Standard behind a parameter for production parameter files.","resiliency;P2-021"
"P2-022: Insufficient observability for silent-failure triage","Task","3","3 - Medium","New","Finding: P2-022: Insufficient observability for silent-failure triage

Priority: P2

Resiliency Related: No

Issue: Health probes, correlation IDs, structured logging, dependency-call telemetry, and business metrics are minimal or absent, and some transaction-critical paths still use `print(...)`. Telemetry depth does not change with region count, so silent failures stay silent in both single-region and active/active. The gap is observability hygiene, not failover signalling.

File: src/backend/app.py:108

```python
import logging, json
class JsonFormatter(logging.Formatter):
 def format(self, record):
 payload = {""level"": record.levelname, ""msg"": record.getMessage(), ""logger"": record.name}
 for k in (""traceId"", ""spanId"", ""userId"", ""correlationId""):
 if hasattr(record, k):
 payload[k] = getattr(record, k)
 return json.dumps(payload)
```

Recommended Fix: Add structured JSON logging with `traceId`, `spanId`, `userId`, and `correlationId` propagated via OTel context, replace `print(...)` calls on transaction-critical paths with structured loggers, emit dependency-call telemetry for Cosmos / Search / OpenAI, and add a `correlationId` middleware that surfaces `x-correlation-id` on every response.","Add structured JSON logging with `traceId`, `spanId`, `userId`, and `correlationId` propagated via OTel context, replace `print(...)` calls on transaction-critical paths with structured loggers, emit dependency-call telemetry for Cosmos / Search / OpenAI, and add a `correlationId` middleware that surfaces `x-correlation-id` on every response.","resiliency;P2-022"
"P3-001: DCR for jumpbox tied to single workspace","Task","4","4 - Low","New","Finding: P3-001: DCR for jumpbox tied to single workspace

Priority: P3

Resiliency Related: No

Issue: The jumpbox Data Collection Rule routes operator-only performance and security event telemetry to a single regional Log Analytics workspace, conditional on `enablePrivateNetworking && enableMonitoring`. This is operator-only telemetry; application behavior is unchanged regardless of topology.

File: infra/main.bicep:481-577

```bicep
module windowsVmDataCollectionRules 'br/public:avm/res/insights/data-collection-rule:0.11.0' = if (enablePrivateNetworking && enableMonitoring) {
 name: take('avm.res.insights.data-collection-rule.${dataCollectionRulesResourceName}', 64)
 params: {
 name: dataCollectionRulesResourceName
 tags: tags
 enableTelemetry: enableTelemetry
 location: dataCollectionRulesLocation
 dataCollectionRuleProperties: {
 kind: 'Windows'
 destinations: {
 logAnalytics: [
 {
 workspaceResourceId: logAnalyticsWorkspaceResourceId
 name: 'la--1264800308'
 }
 ]
 }
 // ...dataSources / dataFlows omitted...
 }
 }
}
```

Recommended Fix: Mirror the DCR resource into the `{secondaryRegion}` workspace when DR replication is enabled, document the operator-only telemetry scope in module headers, and confirm retention parity across regions.","Mirror the DCR resource into the `{secondaryRegion}` workspace when DR replication is enabled, document the operator-only telemetry scope in module headers, and confirm retention parity across regions.","resiliency;P3-001"
"P3-002: Sync and async `CosmosClient` coexist","Task","4","4 - Low","New","Finding: P3-002: Sync and async `CosmosClient` coexist

Priority: P3

Resiliency Related: No

Issue: A synchronous `CosmosClient` is constructed in `app_config.get_cosmos_database_client` while the request path uses an async client through `DatabaseFactory`. The sync path is dead code with no production caller; behavior unchanged regardless of topology.

File: src/backend/common/config/app_config.py:219-237

```python
from azure.cosmos import CosmosClient

class AppConfig:
 def get_cosmos_database_client(self):
 """"""Get a Cosmos DB client for the configured database.""""""
 try:
 if self._cosmos_client is None:
 self._cosmos_client = CosmosClient(
 self.COSMOSDB_ENDPOINT,
 credential=self.get_azure_credential(self.AZURE_CLIENT_ID),
 )
 if self._cosmos_database is None:
 self._cosmos_database = self._cosmos_client.get_database_client(
 self.COSMOSDB_DATABASE
 )
 return self._cosmos_database
 except Exception as exc:
 logging.error(""Failed to create CosmosDB client: %s"", exc)
 raise
```

Recommended Fix: Remove the unused synchronous client from `app_config`, standardize on the async client through `DatabaseFactory`, and add a lint rule against `azure.cosmos.CosmosClient` (sync) imports.","Remove the unused synchronous client from `app_config`, standardize on the async client through `DatabaseFactory`, and add a lint rule against `azure.cosmos.CosmosClient` (sync) imports.","resiliency;P3-002"
"P3-003: `delete_*` returns `True` regardless of outcome","Task","4","4 - Low","New","Finding: P3-003: `delete_*` returns `True` regardless of outcome

Priority: P3

Resiliency Related: No

Issue: `delete_team` returns `True` even when no document was found, and sibling delete helpers rely on a truthy `AsyncItemPaged`. The caller cannot distinguish ""deleted N"", ""not found"", or ""transient failure""; behavior unchanged regardless of topology.

File: src/backend/common/database/cosmosdb.py:317-336

```python
async def delete_team(self, team_id: str) -> bool:
 """"""Delete a team configuration by team_id.""""""
 await self._ensure_initialized()
 try:
 team = await self.get_team(team_id)
 print(team)
 if team:
 await self.delete_item(item_id=team.id, partition_key=team.session_id)
 return True
 except Exception as e:
 logging.exception(f""Failed to delete team from Cosmos DB: {e}"")
 return False
```

Recommended Fix: Return a structured `DeleteResult` (count or status enum) distinguishing `deleted`, `not_found`, and `error`; update callers to handle the new contract; add unit tests for each branch.","Return a structured `DeleteResult` (count or status enum) distinguishing `deleted`, `not_found`, and `error`; update callers to handle the new contract; add unit tests for each branch.","resiliency;P3-003"
"P3-004: Easy Auth fallback to `sample_user` principal","Task","4","4 - Low","New","Finding: P3-004: Easy Auth fallback to `sample_user` principal

Priority: P3

Resiliency Related: No

Issue: When `x-ms-client-principal-id` is absent, the backend falls back to a `sample_user` principal embedded in source. Latent today because `AUTH_ENABLED=false` by default; behavior unchanged regardless of topology, but the fallback is a hygiene defect.

File: src/backend/auth/auth_utils.py:5-32

```python
def get_authenticated_user_details(request_headers):
 user_object = {}
 if ""x-ms-client-principal-id"" not in request_headers:
 logging.info(""No user principal found in headers"")
 # if it's not, assume we're in development mode and return a default user
 from . import sample_user
 raw_user_object = sample_user.sample_user
 else:
 raw_user_object = {k: v for k, v in request_headers.items()}
 # ...normalize headers and populate user_object...
 return user_object
```

Recommended Fix: Fail closed (`401`) when the header is absent in non-dev environments; gate the `sample_user` fallback behind an explicit `DEV_MODE` flag; provision Easy Auth via IaC if production relies on it.","Fail closed (`401`) when the header is absent in non-dev environments; gate the `sample_user` fallback behind an explicit `DEV_MODE` flag; provision Easy Auth via IaC if production relies on it.","resiliency;P3-004"
"P3-005: MCP `JWTVerifier` JWKS unreachable when auth enabled","Task","4","4 - Low","New","Finding: P3-005: MCP `JWTVerifier` JWKS unreachable when auth enabled

Priority: P3

Resiliency Related: No

Issue: When `ENABLE_AUTH=true`, FastMCP `JWTVerifier` rejects requests if it cannot fetch JWKS from Entra. Latent today because auth is disabled by default; behavior unchanged regardless of topology, but a JWKS outage with no cache fallback is a completeness gap.

File: src/mcp_server/mcp_server.py:33-50

```python
def create_fastmcp_server():
 """"""Create and configure FastMCP server.""""""
 auth = None
 if config.enable_auth:
 auth_config = {
 ""jwks_uri"": config.jwks_uri,
 ""issuer"": config.issuer,
 ""audience"": config.audience,
 }
 if all(auth_config.values()):
 auth = JWTVerifier(
 jwks_uri=auth_config[""jwks_uri""],
 issuer=auth_config[""issuer""],
 algorithm=""RS256"",
 audience=auth_config[""audience""],
 )
 mcp_server = factory.create_mcp_server(name=config.server_name, auth=auth)
 return mcp_server
```

Recommended Fix: Cache JWKS aggressively with TTL and refresh-on-failure semantics, add a JWKS reachability probe to `/health`, and document the auth-on rollout path.","Cache JWKS aggressively with TTL and refresh-on-failure semantics, add a JWKS reachability probe to `/health`, and document the auth-on rollout path.","resiliency;P3-005"
"P3-006: External base-image registries used at build time","Task","4","4 - Low","New","Finding: P3-006: External base-image registries used at build time

Priority: P3

Resiliency Related: No

Issue: Image builds depend on Docker Hub (`python:3.11-slim-bullseye`), MCR, and `ghcr.io` (`astral-sh/uv:0.6.3`) for base images. Rebuild-time concern only; live runtime is unaffected once images are in ACR, so behavior is unchanged regardless of topology.

File: src/backend/Dockerfile:2

```dockerfile
FROM python:3.11-slim-bullseye AS base
WORKDIR /app

FROM base AS builder
COPY --from=ghcr.io/astral-sh/uv:0.6.3 /uv /uvx /bin/
ENV UV_COMPILE_BYTECODE=1 UV_LINK_MODE=copy
```

Recommended Fix: Mirror base images to a private registry (ACR), pin base images by `@sha256:` digest in all Dockerfiles, and track a CVE / refresh cadence.","Mirror base images to a private registry (ACR), pin base images by `@sha256:` digest in all Dockerfiles, and track a CVE / refresh cadence.","resiliency;P3-006"
"P3-007: PyPI / npm reachable at deploy-script time","Task","4","4 - Low","New","Finding: P3-007: PyPI / npm reachable at deploy-script time

Priority: P3

Resiliency Related: No

Issue: Operator post-deploy scripts and frontend packaging run `pip install -r infra/scripts/requirements.txt` and `npm install` against public registries with no `--index-url` / `--registry` overrides. Rebuild- and operator-script concern only; behavior unchanged regardless of topology at runtime.

File: infra/scripts/Selecting-Team-Config-And-Data.ps1:542

```powershell
# Install the requirements
Write-Host ""Installing requirements""
pip install --quiet -r infra/scripts/requirements.txt
Write-Host ""Requirements installed""
```

Recommended Fix: Pin `azure-core` and other deps in `infra/scripts/requirements.txt`, pre-install dependencies into images where feasible, and configure private package mirrors for DR scenarios.","Pin `azure-core` and other deps in `infra/scripts/requirements.txt`, pre-install dependencies into images where feasible, and configure private package mirrors for DR scenarios.","resiliency;P3-007"
"P3-008: Microsoft Entra ID is the global identity plane","Task","4","4 - Low","New","Finding: P3-008: Microsoft Entra ID is the global identity plane

Priority: P3

Resiliency Related: No

Issue: Microsoft Entra ID mediates every Azure data-plane call across all shared dependencies. Restated for completeness; behavior unchanged regardless of topology, with no discrete actionable fix beyond identity-related items already listed.

File: src/backend/common/config/app_config.py:8

```python
from azure.identity import DefaultAzureCredential, ManagedIdentityCredential
from azure.identity.aio import (
 DefaultAzureCredential as DefaultAzureCredentialAsync,
 ManagedIdentityCredential as ManagedIdentityCredentialAsync,
)
# All Azure data-plane access flows through Entra-issued tokens via these credentials.
```

Recommended Fix: No discrete remediation. Cross-ref P1-007 (RBAC), P1-034 (token errors), P1-043 (token retry).","No discrete remediation. Cross-ref P1-007 (RBAC), P1-034 (token errors), P1-043 (token retry).","resiliency;P3-008"
"P3-009: Container images use mutable `latest_v4` tag","Task","4","4 - Low","New","Finding: P3-009: Container images use mutable `latest_v4` tag

Priority: P3

Resiliency Related: No

Issue: Backend, MCP, and frontend image references use the mutable `latest_v4` tag rather than an immutable `@sha256:` digest. Image-identity drift across cold-starts is a deploy-time concern; behavior unchanged regardless of topology once images are pinned.

File: infra/main.bicep:141

```bicep
@description('Optional. The Container Image Tag to deploy on the backend.')
param backendContainerImageTag string = 'latest_v4'

@description('Optional. The Container Registry hostname where the docker images for the frontend are located.')
param frontendContainerRegistryHostname string = 'biabcontainerreg.azurecr.io'

@description('Optional. The Container Image Name to deploy on the frontend.')
param frontendContainerImageName string = 'macaefrontend'
```

Recommended Fix: Reference images by `@sha256:` digest in `main.bicep` and `main_custom.bicep`; have the build pipeline emit digests as Bicep outputs / parameter overrides; recommend digest-pinning as the deployment contract.","Reference images by `@sha256:` digest in `main.bicep` and `main_custom.bicep`; have the build pipeline emit digests as Bicep outputs / parameter overrides; recommend digest-pinning as the deployment contract.","resiliency;P3-009"
"P3-010: `HealthCheckMiddleware` registered with empty password","Task","4","4 - Low","New","Finding: P3-010: `HealthCheckMiddleware` registered with empty password

Priority: P3

Resiliency Related: No

Issue: The middleware is constructed with `password=""""` and `checks={}`. Inert today, but an empty-string credential literal embedded in middleware construction is a hygiene defect; behavior unchanged regardless of topology.

File: src/backend/app.py:108

```python
# Configure health check
app.add_middleware(HealthCheckMiddleware, password="""", checks={})
# v4 endpoints
app.include_router(app_v4)
logging.info(""Added health check middleware"")
```

Recommended Fix: Remove the `password` argument from the call site explicitly — even though it is currently inert. Drop the parameter from the middleware signature, or resolve it from `app_config` / Key Vault and never from a literal. Pair with real dependency probes (cross-ref P0-025).","Remove the `password` argument from the call site explicitly — even though it is currently inert. Drop the parameter from the middleware signature, or resolve it from `app_config` / Key Vault and never from a literal. Pair with real dependency probes (cross-ref P0-025).","resiliency;P3-010"
"P3-011: Uniform single-rule outbound NSGs across subnets","Task","4","4 - Low","New","Finding: P3-011: Uniform single-rule outbound NSGs across subnets

Priority: P3

Resiliency Related: No

Issue: All subnets share the same single-rule outbound NSG pattern (`deny-hop-outbound` for 22 / 3389 only) with no per-subnet differentiation between apps, jumpbox, and private endpoints. Segmentation hygiene; behavior unchanged regardless of topology and identical across `{primaryRegion}` and `{secondaryRegion}`.

File: infra/modules/virtualNetwork.bicep:19

```bicep
param subnets subnetType[] = [
 {
 name: 'backend'
 addressPrefixes: ['10.0.0.0/27']
 networkSecurityGroup: {
 name: 'nsg-backend'
 securityRules: [
 {
 name: 'deny-hop-outbound'
 properties: {
 access: 'Deny'
 destinationAddressPrefix: '*'
 destinationPortRanges: ['22', '3389']
 direction: 'Outbound'
 priority: 200
 protocol: 'Tcp'
 sourceAddressPrefix: 'VirtualNetwork'
 sourcePortRange: '*'
 }
 }
 ]
 }
 }
 // ...containers, webserverfarm subnets repeat the same single rule...
]
```

Recommended Fix: Differentiate egress rules per subnet (apps vs jumpbox vs private endpoints), add deny-by-default with explicit allow rules, and document segmentation expectations.","Differentiate egress rules per subnet (apps vs jumpbox vs private endpoints), add deny-by-default with explicit allow rules, and document segmentation expectations.","resiliency;P3-011"
"P3-012: No NSG flow logs or Network Watcher","Task","4","4 - Low","New","Finding: P3-012: No NSG flow logs or Network Watcher

Priority: P3

Resiliency Related: No

Issue: Diagnostic settings exist on the VNet only; no `flowLogs` resource or Network Watcher is provisioned. Network forensics depth gap; behavior unchanged regardless of topology.

File: infra/modules/virtualNetwork.bicep:19

```bicep
// VNet diagnostic settings exist; no flowLogs resource provisioned.
resource vnet 'Microsoft.Network/virtualNetworks@2023-09-01' existing = {
 name: name
}
// (no Microsoft.Network/networkWatchers/flowLogs resource present)
```

Recommended Fix: Provision a Network Watcher and NSG flow logs to a Storage account in each region, enable Traffic Analytics if licensed, and document retention.","Provision a Network Watcher and NSG flow logs to a Storage account in each region, enable Traffic Analytics if licensed, and document retention.","resiliency;P3-012"
"P3-013: `AZURE_TENANT_ID` and `TENANT_ID` duplicated","Task","4","4 - Low","New","Finding: P3-013: `AZURE_TENANT_ID` and `TENANT_ID` duplicated

Priority: P3

Resiliency Related: No

Issue: Two `AppConfig` attributes (`AZURE_TENANT_ID` and `TENANT_ID`) resolve to the same `AZURE_TENANT_ID` env var, and `get_tenantid` exists only as dead code. Maintainability concern; behavior unchanged regardless of topology.

File: src/backend/common/config/app_config.py:27

```python
class AppConfig:
 def __init__(self):
 # Azure authentication settings
 self.AZURE_TENANT_ID = self._get_optional(""AZURE_TENANT_ID"")
 self.AZURE_CLIENT_ID = self._get_optional(""AZURE_CLIENT_ID"")
 # ... many lines later ...
 self.TENANT_ID = self._get_optional(""AZURE_TENANT_ID"")
 self.CLIENT_ID = self._get_optional(""AZURE_CLIENT_ID"")
```

Recommended Fix: Drop the duplicate `TENANT_ID` attribute, keep `AZURE_TENANT_ID` as canonical, remove or wire up `get_tenantid`, and add a lint check for unused config helpers.","Drop the duplicate `TENANT_ID` attribute, keep `AZURE_TENANT_ID` as canonical, remove or wire up `get_tenantid`, and add a lint check for unused config helpers.","resiliency;P3-013"
"P3-014: Default `ENABLE_AUTH=false` and `MCP_ENABLE_AUTH=false`","Task","4","4 - Low","New","Finding: P3-014: Default `ENABLE_AUTH=false` and `MCP_ENABLE_AUTH=false`

Priority: P3

Resiliency Related: No

Issue: IaC and shipped-config defaults disable auth on both the web app and the MCP server. Posture default; behavior unchanged regardless of topology, but a `{secondaryRegion}` cold DR deploy will inherit the insecure default unless operators override it.

File: infra/main.bicep:1466

```bicep
{
 name: 'ENABLE_AUTH'
 value: 'false'
}
{
 name: 'TENANT_ID'
 value: tenant().tenantId
}
{
 name: 'CLIENT_ID'
 value: userAssignedIdentity!.outputs.clientId
}
```

Recommended Fix: Default `ENABLE_AUTH=true` and `MCP_ENABLE_AUTH=true` in production parameter sets; update `.env.example` and `docker-compose.yml`; keep dev overrides explicit; add a parameter-file lint that asserts `ENABLE_AUTH=true` for prod profiles.","Default `ENABLE_AUTH=true` and `MCP_ENABLE_AUTH=true` in production parameter sets; update `.env.example` and `docker-compose.yml`; keep dev overrides explicit; add a parameter-file lint that asserts `ENABLE_AUTH=true` for prod profiles.","resiliency;P3-014"
